CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50104950,TANDOORI KITCHEN,Queens,15412,ROCKAWAY BLVD,11434,3476767746,Indian,01/09/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,36,C,01/09/2025,03/08/2025,Cycle Inspection / Re-inspection,40.667932622227,-73.78100952164,412,28,029400,4541582,4121370141,QN02,
50034542,LA GATA GOLOSA BAKERY / YOGURBERRY,Queens,8120,ROOSEVELT AVE,11372,9294717268,Spanish,01/09/2025,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,41,,,03/08/2025,Cycle Inspection / Initial Inspection,40.747547639492,-73.884582774644,404,25,026901,4036868,4014920010,QN29,
50108129,123 RAMEN,Queens,4205,35TH AVE,11101,7184339169,Chinese/Japanese,02/04/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,7,A,02/04/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.75431919447,-73.920372768786,401,22,015900,4011000,4006750156,QN70,
50109439,BBQ VILLAGE,Queens,18112,HILLSIDE AVE,11432,7188388801,Indian,01/14/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,55,,,03/08/2025,Cycle Inspection / Initial Inspection,40.713192265025,-73.781498721437,412,27,046800,4212419,4099170043,QN61,
50159714,RED CHILLI,Queens,7605,37TH AVE,11372,7185416978,Indian,02/24/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,60,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.749180357049,-73.889740997645,403,25,028700,4029578,4012760037,QN28,
50105273,CHOP & GO,Manhattan,643,LEXINGTON AVENUE,10022,2123002870,Salads,01/30/2025,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,7,A,01/30/2025,03/08/2025,Cycle Inspection / Re-inspection,40.759228663216,-73.970350102284,106,04,010000,1036487,1013090050,MN19,
50093783,EL VALLE LENOX,Manhattan,588,LENOX AVENUE,10037,6463441475,Spanish,02/13/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,02/13/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.816984934318,-73.93873735458,110,09,021400,1053937,1017370011,MN03,
41568650,ANTOJITOS DELI FOOD,Brooklyn,1936,86 STREET,11214,7182341954,Spanish,01/06/2025,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,23,Z,01/06/2025,03/08/2025,Cycle Inspection / Re-inspection,40.605363203162,-73.999546232786,311,38,028400,3166813,3063730047,BK28,
40557912,KISMAT INDIAN CUISINE,Manhattan,603,FORT WASHINGTON AVENUE,10040,2127958633,Indian,01/28/2025,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,23,Z,01/28/2025,03/08/2025,Cycle Inspection / Re-inspection,40.855234584885,-73.936851153613,112,10,027300,1084212,1021797501,MN35,
50132527,ASHOKA GRILL,Brooklyn,1436,FLATBUSH AVENUE,11210,3478498081,Indian,01/07/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,55,,,03/08/2025,Cycle Inspection / Initial Inspection,40.635622049875,-73.950639358335,314,45,077000,3121637,3052490047,BK42,
41685780,TIKKA GRILL,Queens,2402,82 STREET,11370,7184584848,Indian,03/04/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,03/04/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.764603275767,-73.887025936547,403,22,030904,4022879,4010450010,QN28,
41148810,TROPICAL SPANISH CUISINE,Manhattan,3771,BROADWAY,10032,2124914300,Spanish,01/10/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,01/10/2025,03/08/2025,Cycle Inspection / Re-inspection,40.833969973095,-73.945323975296,112,07,024100,1063255,1021340090,MN36,
50131148,BRIANNAS PIZZERIA AND SPANISH FOOD,Bronx,969,PROSPECT AVENUE,10459,6466833982,Spanish,01/08/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,01/08/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.82262873318,-73.900404032222,203,17,012901,2098575,2026780044,BX33,
41060947,EL TIMBIRICHI RESTAURANT,Bronx,168,EAST  174 STREET,10457,3472843310,Spanish,01/10/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,Z,01/10/2025,03/08/2025,Cycle Inspection / Re-inspection,40.844805209289,-73.909102951764,204,15,022902,2007398,2027940042,BX41,
50113163,INDAY,Manhattan,1,NEW YORK PLZ,10004,9173989771,Indian,01/08/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29,N,,03/08/2025,Cycle Inspection / Initial Inspection,40.702533192425,-74.012561775828,101,01,000900,1000005,1000047501,MN25,
50086681,CAMPESINO DOMINICANO RESTAURANT,Bronx,1987,UNIVERSITY AVENUE,10453,9177377798,Spanish,02/13/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12,A,02/13/2025,03/08/2025,Cycle Inspection / Re-inspection,40.854545458314,-73.91157662174,205,14,024502,2014699,2032160064,BX36,
50124313,CAFE XOCHIMILCO,Queens,3801,29TH ST,11101,9293283573,Spanish,01/07/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,,,03/08/2025,Cycle Inspection / Initial Inspection,40.75442921769,-73.933687781369,401,26,003100,4004637,4003840013,QN68,
50133159,UMI BUFFET,Brooklyn,3839,NOSTRAND AVENUE,11235,3472727666,Chinese/Japanese,02/11/2025,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,28,,,03/08/2025,Cycle Inspection / Initial Inspection,40.59027581235,-73.939921880442,315,48,059600,3204766,3074460001,BK17,
41578677,SARAVANA BHAVAN,Manhattan,81,LEXINGTON AVENUE,10016,2126847755,Indian,03/05/2025,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,40,,,03/08/2025,Cycle Inspection / Initial Inspection,40.741497375814,-73.983280828431,106,02,006800,1018134,1008820030,MN21,
50053086,TIKKA INDIAN GRILL,Queens,11930,METROPOLITAN AVE,11415,7184801307,Indian,02/03/2025,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,34,,,03/08/2025,Cycle Inspection / Initial Inspection,40.706030325074,-73.831429515193,409,29,014000,4192762,4092310011,QN60,
41609062,PARADISE CAFE NY RESTAURANT,Bronx,1021,OGDEN AVENUE,10452,7185376675,Spanish,02/14/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30,,,03/08/2025,Cycle Inspection / Initial Inspection,40.833576793068,-73.929019157014,204,16,018900,2003469,2025250032,BX26,
50114675,GRANO DE CAFE,Queens,3910,103RD ST,11368,7184339795,Spanish,02/07/2025,Violations were cited in the following area(s).,06B,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,26,Z,02/07/2025,03/08/2025,Cycle Inspection / Re-inspection,40.750482783146,-73.863023489686,403,21,040700,4044366,4017700035,QN26,
50133484,RANGLA PUNJAB,Queens,13508,LIBERTY AVE,11419,9293584804,Indian,01/03/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,33,,,03/08/2025,Cycle Inspection / Initial Inspection,40.691660868693,-73.811679786844,410,28,015801,4439352,4095890001,QN55,
41568650,ANTOJITOS DELI FOOD,Brooklyn,1936,86 STREET,11214,7182341954,Spanish,01/06/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,23,Z,01/06/2025,03/08/2025,Cycle Inspection / Re-inspection,40.605363203162,-73.999546232786,311,38,028400,3166813,3063730047,BK28,
50116389,GABY'S PIZZERIA & RESTAURANT,Queens,9535,SUTPHIN BLVD,11435,9293897920,Spanish,01/09/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot TCS food item not held at or above 140 °F.,Critical,60,,,03/08/2025,Cycle Inspection / Initial Inspection,40.698209235259,-73.806331003022,412,28,020800,4214517,4100270027,QN61,
50129275,JALSA,Brooklyn,786,CONEY ISLAND AVENUE,11218,9294616559,Indian,01/06/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27,Z,01/06/2025,03/08/2025,Cycle Inspection / Re-inspection,40.638304524245,-73.968526818209,312,40,049200,3126907,3053930019,BK41,
50135751,LA GITANA # 4 PANADERIA Y RESTAURANTE,Queens,9031,37TH AVE,11372,9175209339,Spanish,01/02/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,32,,,03/08/2025,Cycle Inspection / Initial Inspection,40.750566741526,-73.876539811989,403,25,027500,4035996,4014640039,QN28,
50147158,EL SABROSO,Manhattan,265,WEST   37 STREET,10018,2122841118,Spanish,02/26/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05F,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,112,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.753621849183,-73.990958519981,105,03,010900,1014453,1007870001,MN17,
50110049,JUNOON,Manhattan,19,WEST   24 STREET,10010,2124902100,Indian,01/15/2025,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,25,,,03/08/2025,Cycle Inspection / Initial Inspection,40.742626263873,-73.990093911849,105,03,005800,1015598,1008260026,MN13,
50132527,ASHOKA GRILL,Brooklyn,1436,FLATBUSH AVENUE,11210,3478498081,Indian,01/18/2025,Establishment re-closed by DOHMH.,04M,Live roaches in facility's food or non-food area.,Critical,10,,,03/08/2025,Cycle Inspection / Reopening Inspection,40.635622049875,-73.950639358335,314,45,077000,3121637,3052490047,BK42,
50142277,LA POTENCIA BAR RESTAURANT,Bronx,1898,JEROME AVENUE,10453,9299243249,Spanish,01/03/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,64,,,03/08/2025,Cycle Inspection / Initial Inspection,40.850147630028,-73.910588466456,205,14,023301,2008233,2028520009,BX41,
50089410,TERIYAKI 365,Queens,4202,NORTHERN BLVD,11101,9178380266,Chinese/Japanese,02/06/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27,Z,02/06/2025,03/08/2025,Cycle Inspection / Re-inspection,40.753068276318,-73.921377667644,401,26,017100,4002366,4001830051,QN31,
50141244,CAFE RUBIO SPORTS BAR & RESTAURANT,Queens,9805,NORTHERN BLVD,11368,7185054670,Spanish,03/04/2025,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,12,A,03/04/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.757149978043,-73.870250522617,403,21,036300,4035078,4014280041,QN27,
50122889,TIA CLARA DOMINICAN CUISINE,Bronx,4,EAST MOUNT EDEN AVENUE,10452,3478525041,Spanish,01/29/2025,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,Z,01/29/2025,03/08/2025,Cycle Inspection / Reopening Inspection,40.84426046096,-73.914575767267,204,16,020900,2008139,2028460032,BX63,
50103804,Paratha Wala,Queens,10309,METROPOLITAN AVE,11375,2127314547,Indian,01/29/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,44,N,,03/08/2025,Cycle Inspection / Initial Inspection,40.710260560997,-73.849576526278,406,29,073100,4077535,4032400049,QN17,
41691362,LIBERTADOR,Brooklyn,404,HENRY STREET,11201,3476893122,Spanish,02/12/2025,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,12,A,02/12/2025,03/08/2025,Cycle Inspection / Re-inspection,40.687256457772,-73.997930289696,306,39,004900,3003469,3003100020,BK33,
50103804,Paratha Wala,Queens,10309,METROPOLITAN AVE,11375,2127314547,Indian,01/29/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,44,N,,03/08/2025,Cycle Inspection / Initial Inspection,40.710260560997,-73.849576526278,406,29,073100,4077535,4032400049,QN17,
50099398,LECHONERA POLLO SABROSO DEL VALLE RESTAURANT,Bronx,650B,WESTCHESTER AVENUE,,3472977545,Spanish,01/27/2025,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,18,Z,01/27/2025,03/08/2025,Cycle Inspection / Re-inspection,0,0,,,,2004429,2026230194,,
50064844,MAMA MECHO,Brooklyn,200,KNICKERBOCKER AVENUE,11237,7184681500,Spanish,01/27/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11,A,01/27/2025,03/08/2025,Cycle Inspection / Re-inspection,40.703509512194,-73.926644345681,304,34,042700,3072320,3031740030,BK77,
50129275,JALSA,Brooklyn,786,CONEY ISLAND AVENUE,11218,9294616559,Indian,01/06/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,Z,01/06/2025,03/08/2025,Cycle Inspection / Re-inspection,40.638304524245,-73.968526818209,312,40,049200,3126907,3053930019,BK41,
50152036,DON EMILIO RESTAURANT,Brooklyn,1159,LIBERTY AVENUE,11208,3478734803,Spanish,02/21/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.678774359165,-73.866610810791,305,37,118800,3327377,3041820057,BK83,
50162285,NABHYA RESTAURANT,Queens,12035,83RD AVE,11415,7183743068,Indian,01/02/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,17,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.708462663678,-73.831747963748,409,29,077500,4079496,4033280026,QN60,
50108895,MINT HEIGHTS,Brooklyn,46,HENRY STREET,11201,3479160325,Indian,01/14/2025,Violations were cited in the following area(s).,06B,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,22,,,03/08/2025,Cycle Inspection / Initial Inspection,40.699580226987,-73.991993711657,302,33,000100,3001604,3002160031,BK09,
50146023,MYSTTIK MASAALA,Manhattan,135,WEST   50 STREET,10020,9177014579,Indian,01/28/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,55,,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.760367337647,-73.981532569014,105,04,013100,1022708,1010030005,MN17,
50156692,MEMO'S RESTAURANT,Queens,9021,31ST AVE,11369,3478845775,Spanish,02/19/2025,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,51,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.760043566227,-73.878323431748,403,25,035100,4445870,4013880036,QN28,
50135827,DELIA RESTAURANT,Bronx,2438,EASTCHESTER ROAD,10469,3473469824,Spanish,02/12/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9,A,02/12/2025,03/08/2025,Cycle Inspection / Re-inspection,40.86168029885,-73.843285605369,211,13,031200,2052924,2044780029,BX31,
41686535,NANKING,Queens,13407,ROCKAWAY BOULEVARD,11420,7183233555,Indian,01/09/2025,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,45,Z,01/09/2025,03/08/2025,Cycle Inspection / Re-inspection,40.674578005688,-73.803887143572,410,28,018000,4253208,4117010007,QN55,
41119269,ROYAL INDIA PALACE AND RESTAURANT,Queens,118-08,ATLANTIC AVENUE,11419,7188467600,Indian,01/30/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,49,Z,01/30/2025,03/08/2025,Cycle Inspection / Re-inspection,40.693861404349,-73.828683678334,409,28,012000,4199105,4094360003,QN54,
50117942,JUST SALAD,Manhattan,55,BROADWAY,10006,2122441111,Salads,01/09/2025,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,,,03/08/2025,Administrative Miscellaneous / Initial Inspection,40.706631127508,-74.012631080595,101,01,001300,1000807,1000200016,MN25,
50163075,CAFE CALIENTE,Brooklyn,510,MORGAN AVENUE,11222,9292958628,Spanish,03/03/2025,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,,,03/08/2025,Administrative Miscellaneous / Initial Inspection,40.72160175308,-73.938464608393,301,34,044900,3069872,3028350001,BK90,
40536414,LA CABANA RESTAURANT,Brooklyn,106264,FLATBUSH AVENUE,,7182870248,Spanish,01/15/2025,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,21,Z,01/15/2025,03/08/2025,Cycle Inspection / Re-inspection,0,0,,,,,3,,
50129155,LA MASA,Bronx,3399,EAST TREMONT AVENUE,10461,9177089247,Spanish,02/21/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,02/21/2025,03/08/2025,Cycle Inspection / Re-inspection,40.833327800321,-73.828373774921,210,13,018400,2072657,2053090001,BX52,
50150459,ROSTICERIA Y TORTILLERIA LUPITA,Manhattan,1907,LEXINGTON AVENUE,10035,6466841730,Spanish,01/27/2025,Violations were cited in the following area(s).,20-04,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,03/08/2025,Administrative Miscellaneous / Initial Inspection,40.800209942004,-73.940443226379,111,08,018200,1075645,1017670052,MN34,
50153487,SUMA SUSHI,Manhattan,964,AMSTERDAM AVENUE,10025,2122808001,Chinese/Japanese,01/30/2025,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,,,03/08/2025,Administrative Miscellaneous / Initial Inspection,40.801328950729,-73.965065024806,107,07,019500,1056658,1018790031,MN09,
50154040,ANTOJITOS,Staten Island,611,BAY STREET,10304,3477599384,Spanish,02/24/2025,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,25,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.626961528167,-74.075810956822,501,49,002100,5013210,5004930003,SI37,
50146133,Alvarlozan's Restaurant Coffee Shop,Brooklyn,747,FLUSHING AVENUE,11206,3472433109,Spanish,01/29/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,22,Z,01/29/2025,03/08/2025,Cycle Inspection / Re-inspection,40.700636640472,-73.94268199383,301,33,050700,3061516,3022760035,BK75,
50122889,TIA CLARA DOMINICAN CUISINE,Bronx,4,EAST MOUNT EDEN AVENUE,10452,3478525041,Spanish,01/13/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,42,,,03/08/2025,Cycle Inspection / Initial Inspection,40.84426046096,-73.914575767267,204,16,020900,2008139,2028460032,BX63,
50142277,LA POTENCIA BAR RESTAURANT,Bronx,1898,JEROME AVENUE,10453,9299243249,Spanish,01/03/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,64,,,03/08/2025,Cycle Inspection / Initial Inspection,40.850147630028,-73.910588466456,205,14,023301,2008233,2028520009,BX41,
50110049,JUNOON,Manhattan,19,WEST   24 STREET,10010,2124902100,Indian,01/15/2025,Violations were cited in the following area(s).,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,25,,,03/08/2025,Cycle Inspection / Initial Inspection,40.742626263873,-73.990093911849,105,03,005800,1015598,1008260026,MN13,
50154040,ANTOJITOS,Staten Island,611,BAY STREET,10304,3477599384,Spanish,02/24/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,25,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.626961528167,-74.075810956822,501,49,002100,5013210,5004930003,SI37,
50163303,AROMA HAVEN CAFE,Brooklyn,238,CENTRAL AVENUE,11221,3473654720,Spanish,02/13/2025,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,02/13/2025,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.697389673124,-73.923971610463,304,34,042100,3074074,3032540046,BK78,
50109439,BBQ VILLAGE,Queens,18112,HILLSIDE AVE,11432,7188388801,Indian,01/14/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,55,,,03/08/2025,Cycle Inspection / Initial Inspection,40.713192265025,-73.781498721437,412,27,046800,4212419,4099170043,QN61,
50100150,CARMEN'S KITCHEN,Manhattan,300,WEST   38 STREET,10018,9175878888,Spanish,03/05/2025,Violations were cited in the following area(s).,05F,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,25,,,03/08/2025,Cycle Inspection / Initial Inspection,40.754873541394,-73.992062838485,104,03,011100,1013624,1007610039,MN13,
50159714,RED CHILLI,Queens,7605,37TH AVE,11372,7185416978,Indian,02/24/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,60,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.749180357049,-73.889740997645,403,25,028700,4029578,4012760037,QN28,
50071683,BOMBAY KABAB,Brooklyn,54,7 AVENUE,11217,3472850479,Indian,01/21/2025,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,37,Z,01/21/2025,03/08/2025,Cycle Inspection / Re-inspection,40.676005533478,-73.974417809523,306,39,015900,3019493,3009480046,BK37,
50154810,LA PANADERIA TOTOPAN,Queens,14511,JAMAICA AVE,11435,3476083154,Spanish,01/22/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,29,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.701958836818,-73.809749920081,412,24,024000,4206728,4096750033,QN61,
50112918,SOFRITO AL PUNTO RESTAURANT,Brooklyn,6420,17 AVENUE,11204,7186214000,Spanish,01/15/2025,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,9,A,01/15/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.620934093567,-73.992031998949,311,38,025200,3133458,3055450047,BK28,
50071108,EMPANADA MAMA,Manhattan,765,9 AVENUE,10019,2126989008,Spanish,01/27/2025,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,12,A,01/27/2025,03/08/2025,Cycle Inspection / Re-inspection,40.764334406058,-73.988336232021,104,03,013300,1026722,1010610031,MN15,
50049564,BLUE CAFE RESTAURANT,Brooklyn,1563B,FULTON STREET,11216,3474066050,Spanish,02/26/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,34,,,03/08/2025,Cycle Inspection / Initial Inspection,40.679812850251,-73.938935960887,303,36,027300,3053680,3018580034,BK35,
40536414,LA CABANA RESTAURANT,Brooklyn,106264,FLATBUSH AVENUE,,7182870248,Spanish,01/15/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,21,Z,01/15/2025,03/08/2025,Cycle Inspection / Re-inspection,0,0,,,,,3,,
